0.9288793011,-0.0182771505,-0.3086975806,16.4774807763,4.3939948737,-6.5909923105,0.9790020462,18.2826623696,0.9790141129,-0.0066754032,0.1902741935,-3.6616623947,-4.7601611131,5.4924935921,0.9973552341,8.1384513991,1
0.9097271505,-0.0365543011,-0.2955053763,14.2804833394,7.3233247895,-6.5909923105,0.9572163459,17.3494803962,0.9685012097,0.0173560484,0.1929731183,-2.1969974368,-3.2954961553,4.0278286342,0.9876914751,5.6489376128,1
0.906991129,-0.0234991935,-0.3218897849,12.8158183815,8.4218235079,-7.3233247895,0.9627035649,16.9942166033,0.9579883065,0.0013350806,0.2010698925,-2.5631636763,-4.7601611131,3.6616623947,0.9788628501,6.5296794215,1
0.9206712366,-0.0287212366,-0.3166129032,12.4496521421,9.8864884658,-6.5909923105,0.9740144587,17.2098132552,0.9737576613,0.0280366935,0.2064677419,-3.2954961553,-6.224826071,3.2954961553,0.9958006666,7.7761847607,1
0.8933110215,-0.0417763441,-0.3166129032,10.6188209447,8.7879897473,-6.95715855,0.9486799115,15.4398891558,0.9737576613,0.0040052419,0.2010698925,-3.6616623947,-5.4924935921,3.6616623947,0.9943083659,7.5487104094,1
0.8823669355,-0.0522204301,-0.2796747312,9.1541559868,7.3233247895,-6.224826071,0.9271010395,13.2732105166,1.0210657258,-0.0413875,0.2010698925,-6.5909923105,-5.4924935921,4.0278286342,1.0414975964,9.4779781073,1
0.906991129,-0.0391653226,-0.3166129032,6.224826071,8.4218235079,-5.8586598316,0.9614627196,11.9999777431,0.9737576613,0.0173560484,0.1902741935,-9.5203222263,-5.8586598316,4.0278286342,0.9923252915,11.8820803659,1
0.890575,-0.0339432796,-0.3298051075,6.5909923105,8.0556572684,-6.224826071,0.9502880541,12.1277884743,0.9842705645,0.0467278226,0.1740806452,-10.6188209447,-6.224826071,3.6616623947,1.0006378489,12.8419464788,1
0.8878389785,-0.0548314516,-0.3192513441,7.6894910289,8.4218235079,-6.224826071,0.9450851605,12.9924533132,0.9737576613,0.0493979839,0.165983871,-8.0556572684,-5.8586598316,3.2954961553,0.9890373042,10.4917969842,1
0.8823669355,-0.0522204301,-0.3271666667,4.3939948737,8.7879897473,-6.224826071,0.9425159998,11.6311828446,0.9816423387,0.0707592742,0.1767795699,-8.0556572684,-5.1263273526,3.2954961553,0.9999397844,10.1011455321,1
0.906991129,-0.0443873656,-0.3271666667,1.8308311974,8.4218235079,-6.5909923105,0.9652156102,10.8498955621,0.9763858871,0.0841100806,0.1821774194,-7.6894910289,-4.7601611131,4.0278286342,0.9967911107,9.9000408895,1
0.890575,-0.0443873656,-0.3324435484,2.1969974368,8.0556572684,-5.8586598316,0.9516368959,10.2002111147,0.9868987903,0.0734294355,0.1875752688,-5.8586598316,-4.3939948737,4.0278286342,1.0072465368,8.3578998246,1
0.901519086,-0.0365543011,-0.3350819892,1.0984987184,7.3233247895,-5.1263273526,0.9624722432,9.0064986278,0.9711294355,0.0734294355,0.1713817204,-7.6894910289,-2.9293299158,3.6616623947,0.9888659952,9.0064986278,1
0.8714228495,-0.0339432796,-0.3139744624,-0.3661662395,7.3233247895,-5.1263273526,0.9268818111,8.9467533672,0.9685012097,0.1188221774,0.165983871,-9.1541559868,-2.9293299158,4.7601611131,0.9897797474,10.7256085799,1
0.879630914,-0.0600534946,-0.3139744624,-2.5631636763,7.6894910289,-4.7601611131,0.9359150229,9.3998518147,0.9658729839,0.1001310484,0.1686827957,-7.6894910289,-4.3939948737,4.3939948737,0.9855915652,9.8864884658,1
0.8878389785,-0.0496094086,-0.3324435484,-2.9293299158,7.3233247895,-4.3939948737,0.9493354823,9.0288011761,0.9842705645,0.0707592742,0.1902741935,-7.3233247895,-3.6616623947,4.7601611131,1.0049874068,9.4709023481,1
0.890575,-0.0522204301,-0.3298051075,-4.7601611131,7.3233247895,-4.7601611131,0.9511162983,9.947328969,0.9816423387,0.0547383065,0.195672043,-8.7879897473,-1.8308311974,6.224826071,1.0024497552,10.9237890078,1
0.8987830645,-0.0574424731,-0.3456357527,-5.4924935921,7.6894910289,-4.3939948737,0.9646630025,10.4212738709,0.950103629,0.0654189516,0.2037688172,-10.6188209447,-2.1969974368,5.8586598316,0.9739087616,12.3251795531,1
0.8714228495,-0.0417763441,-0.3271666667,-7.6894910289,7.6894910289,-4.0278286342,0.9317516157,11.5965489726,0.9632447581,0.0760995968,0.1902741935,-12.4496521421,-2.9293299158,6.5909923105,0.984802458,14.3880503145,1
0.912463172,-0.0417763441,-0.3377204301,-8.7879897473,7.3233247895,-3.6616623947,0.9738528596,12.0111457099,0.9895270161,0.0974608871,0.1767795699,-10.2526547052,-2.1969974368,6.224826071,1.009907598,12.1939405385,1
0.912463172,-0.0365543011,-0.340358871,-9.1541559868,7.6894910289,-4.0278286342,0.9745611414,12.6154765119,0.9790141129,0.0680891129,0.1821774194,-8.7879897473,-1.0984987184,6.224826071,0.9981449658,10.8251523245,1
0.8933110215,-0.0469983871,-0.3350819892,-9.5203222263,7.6894910289,-3.6616623947,0.9552451879,12.7739022647,0.9685012097,0.0974608871,0.1902741935,-11.7173196631,-2.5631636763,6.95715855,0.9918152481,13.8660536278,1
0.885102957,-0.0443873656,-0.3192513441,-11.3511534237,7.6894910289,-2.9293299158,0.941965447,14.0199119144,0.9606165323,0.0974608871,0.1713817204,-10.2526547052,-1.8308311974,6.224826071,0.9806398119,12.1333149218,1
0.896047043,-0.0339432796,-0.3377204301,-12.0834859026,6.224826071,-2.5631636763,0.958179283,13.8321689986,0.9685012097,0.0707592742,0.1767795699,-9.5203222263,-1.8308311974,5.8586598316,0.9870422911,11.3275051617,1
0.8933110215,-0.0548314516,-0.3561895161,-13.181984621,5.8586598316,-2.9293299158,0.9632663394,14.7197006534,0.9763858871,0.0894504032,0.1713817204,-12.0834859026,-1.4646649579,6.95715855,0.9953403786,14.0199119144,1
0.901519086,-0.0261102151,-0.3271666667,-13.9143171,6.5909923105,-2.9293299158,0.9594042076,15.6725994574,0.9685012097,0.1001310484,0.1983709677,-12.0834859026,-1.0984987184,6.5909923105,0.9936658698,13.8079147821,1
0.890575,-0.0313322581,-0.3456357527,-15.0128158184,6.5909923105,-2.5631636763,0.9558083566,16.5950482514,0.9790141129,0.0841100806,0.1929731183,-11.3511534237,-0.3661662395,6.5909923105,1.0013899157,13.1310297159,1
0.890575,-0.0313322581,-0.3324435484,-15.3789820579,6.224826071,-2.1969974368,0.9511173712,16.7358401787,0.9816423387,0.1081415323,0.1794784946,-11.3511534237,-1.8308311974,6.95715855,1.0037573423,13.4388497279,1
0.8878389785,-0.0365543011,-0.3324435484,-14.6466495789,5.4924935921,-1.8308311974,0.9487428427,15.7494054688,0.9763858871,0.1134818548,0.1794784946,-8.4218235079,0,5.8586598316,0.9992097187,10.2591913044,1
0.8632147849,-0.0391653226,-0.3535510753,-14.6466495789,5.1263273526,-2.1969974368,0.9336337881,15.6725994574,0.9685012097,0.0947907258,0.195672043,-7.6894910289,-0.7323324789,5.4924935921,0.9926063788,9.4779781073,1
0.868686828,-0.0287212366,-0.3350819892,-16.1113145368,5.1263273526,-2.1969974368,0.931515783,17.049354415,0.9737576613,0.1108116935,0.1875752688,-11.7173196631,-1.8308311974,6.224826071,0.9978314967,13.3938785486,1
0.896047043,-0.020888172,-0.340358871,-15.7451482973,4.7601611131,-2.1969974368,0.9587391616,16.5950482514,0.9790141129,0.105471371,0.195672043,-9.1541559868,-1.0984987184,5.8586598316,1.0039324638,10.9237890078,1
0.8987830645,-0.015666129,-0.340358871,-15.3789820579,4.7601611131,-2.1969974368,0.9611974749,16.2480466733,0.9790141129,0.0894504032,0.1821774194,-6.95715855,0.7323324789,5.4924935921,0.9998292954,8.8941470535,1
0.890575,-0.015666129,-0.3456357527,-15.0128158184,4.3939948737,-2.1969974368,0.9554231166,15.7961586306,0.9606165323,0.0787697581,0.1902741935,-10.2526547052,1.0984987184,5.4924935921,0.9824423981,11.682941145,1
0.8933110215,0,-0.3350819892,-14.6466495789,4.3939948737,-0.7323324789,0.9540883191,15.3090772321,0.9790141129,0.105471371,0.1821774194,-10.9849871842,0,5.4924935921,1.001389762,12.2815890379,1
0.890575,-0.0287212366,-0.3298051075,-15.0128158184,4.7601611131,-1.0984987184,0.9501158608,15.7876683539,0.9842705645,0.0814399194,0.1929731183,-7.6894910289,-0.3661662395,4.3939948737,1.006309907,8.8639461274,1
0.8768948925,-0.0182771505,-0.3298051075,-15.7451482973,3.6616623947,-0.7323324789,0.9370432838,16.1818965902,0.9921552419,0.0947907258,0.1929731183,-6.95715855,-0.3661662395,4.0278286342,1.0151827078,8.0473310054,1
0.8768948925,-0.0234991935,-0.3377204301,-15.7451482973,2.9293299158,-1.0984987184,0.939974443,16.0529551203,0.9790141129,0.0974608871,0.1848763441,-8.4218235079,0,4.0278286342,1.0010726849,9.3354440015,1
0.912463172,-0.020888172,-0.3482741935,-15.3789820579,1.8308311974,-1.0984987184,0.9768931722,15.5264848386,0.9947834677,0.0974608871,0.1875752688,-7.3233247895,-1.0984987184,3.6616623947,1.016994225,8.2610869079,1
0.879630914,-0.0313322581,-0.3377204301,-15.0128158184,2.1969974368,0,0.9427551878,15.1727201429,0.9921552419,0.0867802419,0.195672043,-6.95715855,-1.8308311974,2.9293299158,1.0149829471,7.7675589292,1
0.885102957,-0.0234991935,-0.3456357527,-15.7451482973,1.0984987184,-0.3661662395,0.9504859442,15.7876683539,0.9737576613,0.1028012097,0.2064677419,-6.224826071,0.3661662395,3.2954961553,1.0007002549,7.0528598624,1
0.879630914,-0.0182771505,-0.3429973118,-16.8436470157,1.0984987184,-0.3661662395,0.9443154955,16.8834007813,0.9474754032,0.0814399194,0.1875752688,-6.224826071,0.7323324789,2.5631636763,0.9692917939,6.7716008821,1
0.885102957,-0.015666129,-0.3535510753,-16.4774807763,0.3661662395,0.3661662395,0.9532318894,16.4856157957,0.9579883065,0.0814399194,0.1767795699,-8.7879897473,-0.3661662395,1.8308311974,0.9775607767,8.984140715,1
